State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Total_calls,Total_charges,Intl_call_ratio,Day_call_ratio,Night_call_ratio,Evening_call_ratio,Avg_charge_per_call,Day_charge_per_min,Eve_charge_per_min,Night_charge_per_min,Intl_charge_per_min,Day_call_efficiency,Eve_call_efficiency,Night_call_efficiency,Intl_call_efficiency,Total_minutes,Charge_per_min,Monthly_Revenue,Customer_Lifetime_Months,CLV,Revenue_per_call,Revenue_per_minute
CT,96,415,No,Yes,37,172.7,93,29.36,120.1,116,10.21,216.1,86,9.72,10.3,5,2.78,5,True,300,52.07,0.016666666666666666,0.31,0.2866666666666667,0.38666666666666666,0.17356666666666667,0.170005790387956,0.08501248959200668,0.04497917630726516,0.2699029126213592,1.856989247311828,1.035344827586207,2.5127906976744185,2.06,519.1999999999999,0.100288906009245,16.271874999999998,3.2,52.06999999999999,0.17356666666666667,0.100288906009245
MN,94,415,No,No,0,181.5,98,30.86,199.9,88,16.99,287.7,114,12.95,6.6,5,1.78,1,False,305,62.58,0.01639344262295082,0.32131147540983607,0.3737704918032787,0.28852459016393445,0.20518032786885246,0.17002754820936639,0.08499249624812405,0.045012165450121655,0.2696969696969697,1.8520408163265305,2.271590909090909,2.5236842105263158,1.3199999999999998,675.6999999999999,0.09261506585762913,19.972340425531915,3.1333333333333333,62.58,0.20518032786885246,0.09261506585762913
FL,127,415,No,No,0,266.6,106,45.32,264.8,168,22.51,207.2,119,9.32,5.9,2,1.59,1,True,395,78.74000000000001,0.005063291139240506,0.2683544303797468,0.3012658227848101,0.4253164556962025,0.19934177215189874,0.16999249812453113,0.08500755287009064,0.044980694980694985,0.2694915254237288,2.5150943396226415,1.5761904761904764,1.741176470588235,2.95,744.5000000000001,0.1057622565480188,18.6,4.233333333333333,78.74000000000001,0.19934177215189874,0.1057622565480188
RI,121,408,No,No,0,170.4,108,28.97,350.5,68,29.79,297.0,87,13.37,11.2,3,3.02,0,True,266,75.14999999999999,0.011278195488721804,0.40601503759398494,0.32706766917293234,0.2556390977443609,0.28251879699248117,0.17001173708920186,0.0849928673323823,0.04501683501683502,0.2696428571428572,1.5777777777777777,5.154411764705882,3.413793103448276,3.733333333333333,829.1,0.09064045350379929,18.632231404958677,4.033333333333333,75.14999999999999,0.28251879699248117,0.09064045350379929
IN,122,408,No,No,0,296.4,99,50.39,214.8,89,18.26,133.9,107,6.03,11.4,3,3.08,4,True,298,77.76,0.010067114093959731,0.33221476510067116,0.35906040268456374,0.2986577181208054,0.26093959731543626,0.1700067476383266,0.08500931098696463,0.0450336071695295,0.27017543859649124,2.9939393939393937,2.4134831460674158,1.2514018691588786,3.8000000000000003,656.5,0.11844630616907846,19.12131147540984,4.066666666666666,77.76,0.26093959731543626,0.11844630616907846
AL,121,408,No,Yes,35,68.7,95,11.68,209.2,69,17.78,197.4,42,8.88,11.4,4,3.08,1,False,210,41.42,0.01904761904761905,0.4523809523809524,0.2,0.32857142857142857,0.19723809523809524,0.1700145560407569,0.08499043977055451,0.044984802431610946,0.27017543859649124,0.7231578947368421,3.0318840579710145,4.7,2.85,486.69999999999993,0.08510376001643724,10.269421487603307,4.033333333333333,41.42,0.19723809523809524,0.08510376001643724
OR,77,510,No,No,0,233.8,104,39.75,266.5,94,22.65,212.7,104,9.57,7.6,3,2.05,2,False,305,74.02,0.009836065573770493,0.34098360655737703,0.34098360655737703,0.3081967213114754,0.24268852459016393,0.17001710863986313,0.0849906191369606,0.044992947813822286,0.26973684210526316,2.248076923076923,2.8351063829787235,2.0451923076923078,2.533333333333333,720.6,0.10271995559256175,28.838961038961035,2.566666666666667,74.02,0.24268852459016393,0.10271995559256175
MS,64,408,Yes,No,0,236.2,77,40.15,218.6,85,18.58,194.1,97,8.73,13.2,2,3.56,2,True,261,71.02,0.007662835249042145,0.2950191570881226,0.3716475095785441,0.32567049808429116,0.2721072796934866,0.1699830651989839,0.08499542543458372,0.04497681607418857,0.2696969696969697,3.0675324675324673,2.571764705882353,2.0010309278350515,6.6,662.1,0.10726476363087147,33.290625,2.1333333333333333,71.02,0.2721072796934866,0.10726476363087147
CA,124,408,Yes,No,0,244.6,89,41.58,188.8,80,16.05,206.0,114,9.27,11.3,4,3.05,1,False,287,69.94999999999999,0.013937282229965157,0.31010452961672474,0.397212543554007,0.2787456445993031,0.24372822299651564,0.16999182338511856,0.08501059322033898,0.045,0.26991150442477874,2.748314606741573,2.3600000000000003,1.8070175438596492,2.825,650.6999999999999,0.10749961579837097,16.92338709677419,4.133333333333334,69.94999999999999,0.24372822299651564,0.10749961579837097
DE,148,415,No,No,0,124.4,83,21.15,179.7,81,15.27,253.0,99,11.39,11.3,6,3.05,0,False,269,50.86,0.022304832713754646,0.30855018587360594,0.3680297397769517,0.30111524163568776,0.18907063197026022,0.170016077170418,0.08497495826377295,0.045019762845849805,0.26991150442477874,1.4987951807228916,2.2185185185185183,2.5555555555555554,1.8833333333333335,568.4,0.08947923997185081,10.30945945945946,4.933333333333334,50.86,0.18907063197026022,0.08947923997185081
MS,77,408,No,No,0,230.0,87,39.1,103.2,138,8.77,309.6,136,13.93,11.3,3,3.05,2,False,364,64.85000000000001,0.008241758241758242,0.23901098901098902,0.37362637362637363,0.3791208791208791,0.1781593406593407,0.17,0.08498062015503875,0.04499354005167958,0.26991150442477874,2.6436781609195403,0.7478260869565218,2.2764705882352945,3.766666666666667,654.0999999999999,0.09914386179483262,25.266233766233768,2.566666666666667,64.85000000000001,0.1781593406593407,0.09914386179483262
NC,135,415,No,No,0,201.8,81,34.31,225.0,114,19.13,204.4,82,9.2,10.3,6,2.78,1,False,283,65.42,0.02120141342756184,0.2862190812720848,0.28975265017667845,0.4028268551236749,0.2311660777385159,0.17001982160555004,0.08502222222222222,0.04500978473581213,0.2699029126213592,2.4913580246913583,1.9736842105263157,2.4926829268292683,1.7166666666666668,641.5,0.10197973499610288,14.537777777777778,4.5,65.42,0.2311660777385159,0.10197973499610288
SD,87,415,No,Yes,21,214.0,113,36.38,180.0,114,15.3,134.5,82,6.05,10.6,5,2.86,0,False,314,60.59,0.01592356687898089,0.35987261146496813,0.2611464968152866,0.3630573248407643,0.19296178343949047,0.17,0.085,0.0449814126394052,0.269811320754717,1.8938053097345133,1.5789473684210527,1.6402439024390243,2.12,539.1,0.11239102207382674,20.893103448275863,2.9,60.589999999999996,0.19296178343949047,0.11239102207382674
NH,54,510,No,No,0,210.5,102,35.79,204.5,83,17.38,127.8,53,5.75,8.5,5,2.3,1,False,243,61.22,0.0205761316872428,0.41975308641975306,0.21810699588477367,0.34156378600823045,0.25193415637860084,0.17002375296912114,0.08498777506112469,0.04499217527386542,0.27058823529411763,2.0637254901960786,2.463855421686747,2.4113207547169813,1.7,551.3,0.11104661708688555,34.01111111111111,1.8,61.220000000000006,0.25193415637860084,0.11104661708688555
MA,35,415,No,No,0,105.6,129,17.95,258.2,129,21.95,213.1,77,9.59,8.7,3,2.35,0,False,338,51.839999999999996,0.008875739644970414,0.3816568047337278,0.22781065088757396,0.3816568047337278,0.15337278106508875,0.1699810606060606,0.08501161890007745,0.045002346316283436,0.2701149425287357,0.8186046511627907,2.001550387596899,2.7675324675324675,2.9,585.6,0.08852459016393442,44.43428571428571,1.1666666666666667,51.839999999999996,0.15337278106508875,0.08852459016393442
TX,84,408,No,No,0,138.6,102,23.56,199.0,93,16.92,204.1,137,9.18,7.8,4,2.11,0,False,336,51.77,0.011904761904761904,0.30357142857142855,0.40773809523809523,0.2767857142857143,0.15407738095238097,0.16998556998557,0.08502512562814071,0.04497795198432141,0.2705128205128205,1.3588235294117645,2.139784946236559,1.4897810218978103,1.95,549.5,0.09421292083712467,18.489285714285717,2.8,51.77,0.15407738095238097,0.09421292083712467
OR,94,415,No,No,0,234.4,103,39.85,279.3,109,23.74,234.2,121,10.54,2.0,2,0.54,1,True,335,74.67,0.005970149253731343,0.3074626865671642,0.3611940298507463,0.3253731343283582,0.2228955223880597,0.17000853242320818,0.08499820981023988,0.04500426985482493,0.27,2.275728155339806,2.5623853211009173,1.9355371900826446,1.0,749.9000000000001,0.09957327643685823,23.830851063829787,3.1333333333333333,74.67,0.2228955223880597,0.09957327643685823
UT,96,408,No,Yes,26,145.8,108,24.79,192.2,89,16.34,165.1,96,7.43,9.9,2,2.67,1,False,295,51.23,0.006779661016949152,0.36610169491525424,0.3254237288135593,0.3016949152542373,0.17366101694915254,0.17002743484224964,0.08501560874089491,0.04500302846759539,0.26969696969696966,1.35,2.1595505617977526,1.7197916666666666,4.95,513.0,0.0998635477582846,16.009375,3.2,51.23,0.17366101694915254,0.0998635477582846
NV,64,415,No,No,0,97.2,80,16.52,186.2,90,15.83,189.0,92,8.5,10.4,6,2.81,2,False,268,43.660000000000004,0.022388059701492536,0.29850746268656714,0.34328358208955223,0.3358208955223881,0.16291044776119404,0.1699588477366255,0.08501611170784104,0.04497354497354497,0.2701923076923077,1.215,2.0688888888888886,2.0543478260869565,1.7333333333333334,482.79999999999995,0.09043082021541013,20.465625000000003,2.1333333333333333,43.660000000000004,0.16291044776119404,0.09043082021541013
NE,85,415,No,No,0,259.8,85,44.17,242.3,117,20.6,168.8,72,7.6,5.4,1,1.46,0,False,275,73.83,0.0036363636363636364,0.3090909090909091,0.26181818181818184,0.4254545454545455,0.26847272727272725,0.17001539645881447,0.08501857201815931,0.04502369668246445,0.27037037037037037,3.0564705882352943,2.070940170940171,2.3444444444444446,5.4,676.3000000000001,0.1091675292030164,26.057647058823527,2.8333333333333335,73.83,0.26847272727272725,0.1091675292030164
AZ,117,408,No,No,0,239.9,84,40.78,174.8,106,14.86,209.5,93,9.43,9.8,2,2.65,0,False,285,67.72,0.007017543859649123,0.29473684210526313,0.3263157894736842,0.3719298245614035,0.2376140350877193,0.16998749478949562,0.08501144164759725,0.04501193317422434,0.2704081632653061,2.855952380952381,1.649056603773585,2.252688172043011,4.9,634.0,0.10681388012618297,17.364102564102563,3.9,67.72,0.2376140350877193,0.10681388012618297
DC,112,415,No,Yes,16,221.6,110,37.67,130.2,123,11.07,200.0,108,9.0,11.3,3,3.05,1,False,344,60.79,0.00872093023255814,0.31976744186046513,0.313953488372093,0.35755813953488375,0.17671511627906977,0.16999097472924188,0.08502304147465439,0.045,0.26991150442477874,2.0145454545454546,1.0585365853658535,1.8518518518518519,3.766666666666667,563.0999999999999,0.10795595808914937,16.283035714285713,3.7333333333333334,60.79,0.17671511627906977,0.10795595808914937
MA,129,510,Yes,No,0,192.9,131,32.79,185.5,101,15.77,205.2,130,9.23,10.9,4,2.94,1,False,366,60.730000000000004,0.01092896174863388,0.35792349726775957,0.3551912568306011,0.27595628415300544,0.1659289617486339,0.16998444790046655,0.08501347708894878,0.04498050682261209,0.2697247706422018,1.4725190839694657,1.8366336633663367,1.5784615384615384,2.725,594.4999999999999,0.10215306980656017,14.12325581395349,4.3,60.730000000000004,0.1659289617486339,0.10215306980656017
AZ,140,408,No,No,0,173.2,91,29.44,196.8,106,16.73,209.3,128,9.42,11.2,5,3.02,3,False,330,58.61000000000001,0.015151515151515152,0.27575757575757576,0.3878787878787879,0.3212121212121212,0.17760606060606063,0.1699769053117783,0.08501016260162601,0.04500716674629718,0.2696428571428572,1.9032967032967032,1.8566037735849057,1.63515625,2.2399999999999998,590.5,0.09925486875529213,12.559285714285714,4.666666666666667,58.61000000000001,0.17760606060606063,0.09925486875529213
MI,81,415,No,No,0,153.5,99,26.1,197.6,102,16.8,198.5,86,8.93,6.3,2,1.7,2,False,289,53.53000000000001,0.006920415224913495,0.34256055363321797,0.2975778546712803,0.35294117647058826,0.1852249134948097,0.1700325732899023,0.08502024291497977,0.04498740554156171,0.2698412698412698,1.5505050505050506,1.9372549019607843,2.308139534883721,3.15,555.9,0.096294297535528,19.825925925925926,2.7,53.53,0.1852249134948097,0.096294297535528
TX,70,510,No,No,0,59.5,103,10.12,257.2,106,21.86,208.3,86,9.37,11.1,6,3.0,0,False,301,44.349999999999994,0.019933554817275746,0.34219269102990035,0.2857142857142857,0.3521594684385382,0.14734219269102988,0.17008403361344537,0.08499222395023329,0.04498319731156984,0.2702702702702703,0.5776699029126213,2.4264150943396223,2.422093023255814,1.8499999999999999,536.1,0.08272710315239692,19.007142857142853,2.3333333333333335,44.349999999999994,0.14734219269102988,0.08272710315239692
ID,79,510,No,Yes,21,264.3,79,44.93,202.8,118,17.24,173.4,92,7.8,6.3,3,1.7,4,False,292,71.67,0.010273972602739725,0.2705479452054795,0.3150684931506849,0.4041095890410959,0.24544520547945206,0.169996216420734,0.08500986193293884,0.04498269896193771,0.2698412698412698,3.3455696202531646,1.7186440677966102,1.8847826086956523,2.1,646.8,0.11080705009276438,27.216455696202534,2.6333333333333333,71.67,0.24544520547945206,0.11080705009276438
AL,85,408,No,No,0,127.9,107,21.74,271.2,124,23.05,202.2,76,9.1,12.5,5,3.38,0,False,312,57.27,0.016025641025641024,0.34294871794871795,0.24358974358974358,0.3974358974358974,0.1835576923076923,0.1699765441751368,0.08499262536873158,0.04500494559841741,0.2704,1.1953271028037384,2.1870967741935483,2.6605263157894736,2.5,613.8,0.09330400782013687,20.21294117647059,2.8333333333333335,57.27000000000001,0.1835576923076923,0.09330400782013687
SD,91,510,No,No,0,149.0,115,25.33,245.3,105,20.85,260.0,94,11.7,8.3,3,2.24,0,False,317,60.12,0.00946372239747634,0.3627760252365931,0.29652996845425866,0.3312302839116719,0.18965299684542586,0.16999999999999998,0.08499796167957603,0.045,0.26987951807228916,1.2956521739130435,2.336190476190476,2.765957446808511,2.766666666666667,662.5999999999999,0.09073347419257471,19.81978021978022,3.033333333333333,60.12,0.18965299684542586,0.09073347419257471
LA,149,415,No,Yes,20,198.9,77,33.81,274.0,88,23.29,190.7,76,8.58,14.3,9,3.86,1,False,250,69.54,0.036,0.308,0.304,0.352,0.27816,0.16998491704374058,0.08499999999999999,0.04499213424226534,0.2699300699300699,2.583116883116883,3.1136363636363638,2.509210526315789,1.588888888888889,677.8999999999999,0.10258150169641543,14.001342281879195,4.966666666666667,69.54,0.27816,0.10258150169641543
AZ,60,415,No,No,0,98.2,88,16.69,180.5,69,15.34,223.6,69,10.06,9.3,2,2.51,2,False,228,44.6,0.008771929824561403,0.38596491228070173,0.3026315789473684,0.3026315789473684,0.1956140350877193,0.169959266802444,0.08498614958448754,0.04499105545617174,0.2698924731182795,1.115909090909091,2.6159420289855073,3.2405797101449276,4.65,511.59999999999997,0.08717748240813136,22.3,2.0,44.6,0.1956140350877193,0.08717748240813136
RI,115,408,No,No,0,147.9,109,25.14,228.4,117,19.41,299.7,90,13.49,9.6,9,2.59,3,False,325,60.629999999999995,0.027692307692307693,0.3353846153846154,0.27692307692307694,0.36,0.18655384615384615,0.16997971602434075,0.08498248686514887,0.04501167834501168,0.26979166666666665,1.3568807339449542,1.952136752136752,3.33,1.0666666666666667,685.6,0.08843348891481913,15.816521739130433,3.8333333333333335,60.629999999999995,0.18655384615384615,0.08843348891481913
OH,144,415,No,Yes,18,106.4,109,18.09,108.1,113,9.19,208.4,111,9.38,10.1,5,2.73,1,False,338,39.39,0.014792899408284023,0.3224852071005917,0.32840236686390534,0.3343195266272189,0.11653846153846154,0.17001879699248118,0.08501387604070305,0.04500959692898273,0.2702970297029703,0.9761467889908257,0.9566371681415928,1.8774774774774776,2.02,433.0,0.09096997690531178,8.20625,4.8,39.39,0.11653846153846154,0.09096997690531178
AZ,86,415,No,Yes,32,70.9,163,12.05,166.7,121,14.17,244.9,105,11.02,11.1,5,3.0,3,False,394,40.239999999999995,0.012690355329949238,0.4137055837563452,0.26649746192893403,0.30710659898477155,0.10213197969543146,0.1699576868829337,0.08500299940011997,0.044997958350347075,0.2702702702702703,0.4349693251533743,1.377685950413223,2.3323809523809524,2.2199999999999998,493.6,0.08152350081037275,14.037209302325579,2.8666666666666667,40.239999999999995,0.10213197969543146,0.08152350081037275
MI,139,415,No,Yes,20,214.6,101,36.48,235.1,132,19.98,162.8,132,7.33,14.8,12,4.0,0,False,377,67.78999999999999,0.03183023872679045,0.26790450928381965,0.35013262599469497,0.35013262599469497,0.17981432360742702,0.1699906803355079,0.08498511271799235,0.04502457002457002,0.27027027027027023,2.124752475247525,1.781060606060606,1.2333333333333334,1.2333333333333334,627.3,0.10806631595727721,14.630935251798558,4.633333333333334,67.78999999999999,0.17981432360742702,0.10806631595727721
NV,124,408,No,No,0,151.1,123,25.69,187.4,104,15.93,255.4,93,11.49,5.3,3,1.43,1,False,323,54.540000000000006,0.009287925696594427,0.38080495356037153,0.28792569659442724,0.3219814241486068,0.1688544891640867,0.1700198544010589,0.08500533617929562,0.044988253719655445,0.269811320754717,1.2284552845528456,1.801923076923077,2.746236559139785,1.7666666666666666,599.1999999999999,0.09102136181575436,13.19516129032258,4.133333333333334,54.540000000000006,0.1688544891640867,0.09102136181575436
MA,102,510,Yes,No,0,233.8,103,39.75,221.6,131,18.84,146.9,106,6.61,12.8,3,3.46,0,False,343,68.66,0.008746355685131196,0.30029154518950435,0.30903790087463556,0.3819241982507289,0.2001749271137026,0.17001710863986313,0.08501805054151625,0.044996596324029955,0.27031249999999996,2.2699029126213595,1.6916030534351145,1.3858490566037736,4.266666666666667,615.0999999999999,0.11162412615834824,20.194117647058825,3.4,68.66,0.2001749271137026,0.11162412615834824
IN,78,415,No,No,0,208.9,119,35.51,252.4,132,21.45,280.2,120,12.61,12.8,7,3.46,0,False,378,73.02999999999999,0.018518518518518517,0.3148148148148148,0.31746031746031744,0.3492063492063492,0.19320105820105818,0.16998563906175201,0.08498415213946117,0.045003568879371875,0.27031249999999996,1.7554621848739496,1.912121212121212,2.335,1.8285714285714287,754.3,0.09681824207874849,28.088461538461534,2.6,73.02999999999999,0.19320105820105818,0.09681824207874849
AL,55,415,Yes,No,0,191.9,91,32.62,256.1,110,21.77,203.7,101,9.17,14.3,6,3.86,1,True,308,67.42,0.01948051948051948,0.29545454545454547,0.32792207792207795,0.35714285714285715,0.2188961038961039,0.16998436685773838,0.08500585708707535,0.04501718213058419,0.2699300699300699,2.108791208791209,2.3281818181818186,2.016831683168317,2.3833333333333333,666.0,0.10123123123123123,36.77454545454545,1.8333333333333333,67.42,0.2188961038961039,0.10123123123123123
RI,129,415,No,Yes,33,119.6,104,20.33,278.7,88,23.69,263.4,175,11.85,5.9,2,1.59,2,False,369,57.46,0.005420054200542005,0.28184281842818426,0.4742547425474255,0.23848238482384823,0.1557181571815718,0.16998327759197324,0.08500179404377467,0.04498861047835991,0.2694915254237288,1.15,3.1670454545454545,1.5051428571428571,2.95,667.5999999999999,0.08606950269622529,13.36279069767442,4.3,57.46,0.1557181571815718,0.08606950269622529
ME,75,408,Yes,No,0,211.3,61,35.92,105.6,119,8.98,175.9,63,7.92,9.7,4,2.62,4,True,247,55.440000000000005,0.016194331983805668,0.24696356275303644,0.2550607287449393,0.4817813765182186,0.2244534412955466,0.16999526739233317,0.0850378787878788,0.0450255827174531,0.2701030927835052,3.463934426229508,0.8873949579831932,2.7920634920634924,2.425,502.49999999999994,0.11032835820895524,22.176000000000002,2.5,55.440000000000005,0.2244534412955466,0.11032835820895524
