State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster,GMM_Cluster,Recency,Frequency,Monetary,High_Usage,High_Complaints,Total_Calls,Avg_Minutes_Per_Call,Intl_Usage_Ratio,Charge_Per_Minute,Day_Night_Ratio,Intl_Call_Ratio
VT,101,415,No,No,0,136.2,92,23.15,220.9,110,18.78,196.9,116,8.86,13.3,7,3.59,3,False,0,0,-1,0,3,567.3,54.379999999999995,0,0,325,1.7401840490797544,0.02340313214851311,0.09568889670948443,0.6882263769580595,0.02147239263803681
KS,94,408,No,No,0,269.2,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4,3,True,2,2,-1,2,3,729.5,76.22,1,0,311,2.3381410256410255,0.01218343600273785,0.10433949349760438,1.0409899458623355,0.00641025641025641
ND,68,408,No,No,0,219.6,97,37.33,141.1,144,11.99,205.7,101,9.26,10.8,4,2.92,2,False,2,2,-1,2,2,577.1999999999999,61.5,0,0,346,1.663400576368876,0.018678657903839505,0.10636457973019718,1.0624092888243832,0.011527377521613832
CO,98,408,No,No,0,236.2,122,40.15,189.4,110,16.1,153.6,104,6.91,13.3,4,3.59,0,False,0,0,-1,1,0,592.5,66.75,1,0,340,1.7375366568914956,0.02240943555181129,0.11246840775063184,1.5278137128072444,0.011730205278592375
TX,123,408,No,No,0,260.9,85,44.35,168.5,103,14.32,178.3,91,8.02,13.3,5,3.59,3,False,0,0,-1,0,3,621.0,70.28,1,0,284,2.1789473684210527,0.021382636655948556,0.1129903536977492,1.4551031790295592,0.017543859649122806
CA,111,408,No,No,0,249.8,109,42.47,242.4,106,20.6,231.8,78,10.43,11.6,4,3.13,0,True,2,1,-1,2,0,735.6,76.63,1,0,297,2.4684563758389264,0.015748031496062992,0.10403203909856094,1.0730240549828178,0.013422818791946308
MS,69,510,No,Yes,27,268.8,78,45.7,246.6,89,20.96,271.9,102,12.24,16.4,3,4.43,0,False,2,0,-1,0,0,803.6999999999999,83.32999999999998,1,0,272,2.9439560439560437,0.020380265937616503,0.1035541195476575,0.9849761817515574,0.01098901098901099
RI,127,415,No,Yes,27,140.1,59,23.82,223.4,111,18.99,257.9,73,11.61,3.8,10,1.03,1,False,1,2,-1,1,1,625.1999999999999,55.45,1,0,253,2.461417322834645,0.006068348770360907,0.08854998403066114,0.5411355735805331,0.03937007874015748
NM,105,415,No,No,0,193.7,108,32.93,183.2,124,15.57,293.7,72,13.22,10.8,5,2.92,1,False,2,0,-1,0,1,681.3999999999999,64.64,1,0,309,2.198064516129032,0.015826494724501764,0.09472450175849943,0.6572785883949779,0.016129032258064516
VA,75,415,No,No,0,224.7,116,38.2,192.0,79,16.32,212.2,98,9.55,11.3,11,3.05,3,False,2,0,-1,2,3,640.1999999999999,67.12,1,0,304,2.0990163934426227,0.017623206487835313,0.10467872738615099,1.0539399624765478,0.036065573770491806
TX,126,415,No,No,0,190.9,143,32.45,149.7,72,12.72,191.4,87,8.61,13.0,3,3.51,1,False,0,0,-1,0,1,545.0,57.29,0,0,305,1.7810457516339868,0.023809523809523808,0.10492673992673993,0.9922037422037422,0.00980392156862745
NM,41,415,No,No,0,232.1,74,39.46,327.1,88,27.8,226.5,119,10.19,10.9,2,2.94,3,True,0,0,-1,0,3,796.6,80.39,1,0,283,2.804929577464789,0.013665997993981946,0.10078986960882648,1.02021978021978,0.007042253521126761
RI,113,415,No,No,0,90.6,130,15.4,170.6,100,14.5,137.4,74,6.18,5.4,9,1.46,1,False,1,2,-1,1,1,404.0,37.54,0,0,313,1.286624203821656,0.013333333333333334,0.09269135802469136,0.6546242774566473,0.028662420382165606
NY,78,510,No,No,0,152.9,81,25.99,256.6,82,21.81,173.6,112,7.81,5.3,6,1.43,2,False,1,0,-1,1,2,588.4,57.04,0,0,281,2.0865248226950355,0.008992195453003053,0.09677638276213098,0.8757159221076748,0.02127659574468085
WA,110,415,No,No,0,241.2,105,41.0,174.3,85,14.82,245.3,59,11.04,8.5,4,2.3,2,False,2,1,-1,1,2,669.3,69.16,1,0,253,2.63503937007874,0.0126808891541101,0.10317768163508877,0.979293544457978,0.015748031496062992
NE,112,415,Yes,Yes,16,200.3,72,34.05,197.8,91,16.81,151.1,92,6.8,10.4,3,2.81,1,False,0,2,-1,2,1,559.6,60.47,0,0,258,2.1606177606177606,0.01855155190866928,0.10786657153050302,1.3168967784352401,0.011583011583011582
ID,104,510,No,No,0,97.2,88,16.52,155.6,85,13.23,261.6,105,11.77,12.4,5,3.35,0,False,1,0,-1,0,0,526.8000000000001,44.87,0,0,283,1.854929577464789,0.023493747631678663,0.08501326259946948,0.37014470677837014,0.017605633802816902
WV,127,510,No,No,0,224.3,112,38.13,185.7,103,15.78,159.4,83,7.17,10.0,1,2.7,2,False,0,1,-1,0,2,579.4,63.78000000000001,0,0,299,1.9313333333333333,0.01722949689869056,0.1098897312198484,1.3983790523690773,0.0033333333333333335
NE,61,408,No,No,0,267.1,104,45.41,180.4,131,15.33,230.6,106,10.38,17.3,4,4.67,1,True,2,2,-1,2,1,695.4,75.78999999999999,1,0,345,2.0098265895953755,0.024842044801838027,0.10883113153360137,1.153281519861831,0.011560693641618497
RI,65,415,No,Yes,29,215.5,129,36.64,161.9,77,13.76,128.3,91,5.77,8.8,5,2.38,2,False,0,2,-1,1,2,514.5,58.550000000000004,0,0,302,1.698019801980198,0.017070805043646945,0.11357904946653735,1.6666666666666665,0.0165016501650165
CT,152,408,No,Yes,20,239.1,105,40.65,209.1,111,17.77,268.2,130,12.07,13.3,3,3.59,5,False,2,0,-1,1,5,729.6999999999999,74.08000000000001,1,1,349,2.0848571428571425,0.018201724373888055,0.10138223621185168,0.8881872213967311,0.008571428571428572
RI,63,415,Yes,No,0,62.9,112,10.69,202.9,111,17.25,259.0,58,11.66,8.9,8,2.4,1,False,1,2,-1,1,1,533.6999999999999,41.99999999999999,0,0,289,1.8403448275862067,0.01664484757808117,0.07854871890779876,0.2419230769230769,0.027586206896551724
IA,100,408,No,No,0,210.9,85,35.85,329.3,69,27.99,127.1,78,5.72,9.4,5,2.54,4,False,0,0,-1,1,4,676.7,72.10000000000001,1,1,237,2.84327731092437,0.013870444149328611,0.1063892577836801,1.6463700234192038,0.02100840336134454
MS,29,510,No,No,0,313.2,103,53.24,216.3,151,18.39,218.4,106,9.83,12.8,4,3.46,2,True,2,0,-1,0,2,760.6999999999999,84.91999999999999,1,0,364,2.0841095890410957,0.016804516213732443,0.11148746225548116,1.4275296262534183,0.010958904109589041
ME,175,415,No,No,0,132.0,95,22.44,231.2,74,19.65,313.4,108,14.1,8.7,10,2.35,1,False,1,0,-1,2,1,685.3,58.540000000000006,1,0,287,2.379513888888889,0.012676672009325369,0.08529797464665599,0.41984732824427484,0.034722222222222224
MS,98,415,Yes,Yes,23,245.5,54,41.74,292.7,83,24.88,184.0,90,8.28,10.8,7,2.92,1,False,0,0,-1,0,1,733.0,77.82000000000001,1,0,234,3.119148936170213,0.014713896457765668,0.10602179836512263,1.327027027027027,0.029787234042553193
VA,121,415,No,No,0,134.1,112,22.8,195.1,104,16.58,159.6,139,7.18,10.5,2,2.84,2,False,0,0,-1,2,2,499.29999999999995,49.39999999999999,0,0,357,1.3946927374301674,0.02098740755546672,0.09874075554667198,0.8349937733499377,0.00558659217877095
PA,104,415,No,No,0,144.5,107,24.57,180.5,85,15.34,226.0,94,10.17,17.0,6,4.59,2,False,0,0,-1,0,2,568.0,54.67,0,0,292,1.9385665529010239,0.029876977152899824,0.09608084358523726,0.6365638766519823,0.020477815699658702
NE,123,415,No,No,0,150.0,98,25.5,89.8,95,7.63,326.0,91,14.67,11.1,3,3.0,3,False,2,2,-1,2,3,576.9,50.800000000000004,0,0,287,2.003125,0.01920747534175463,0.08790448174424642,0.45871559633027525,0.010416666666666666
MI,61,415,No,Yes,33,270.7,53,46.02,200.7,116,17.06,201.7,102,9.08,10.9,3,2.94,3,False,0,0,-1,0,3,683.9999999999999,75.1,1,0,274,2.487272727272727,0.01591240875912409,0.10963503649635037,1.3354711396151948,0.01090909090909091
MD,160,415,No,No,0,256.0,111,43.52,187.4,61,15.93,119.1,81,5.36,11.5,4,3.11,3,False,0,1,-1,0,3,574.0,67.92,0,0,257,2.2248062015503876,0.02,0.11812173913043479,2.131557035803497,0.015503875968992248
AR,153,408,No,No,0,154.6,56,26.28,263.0,84,22.36,367.7,89,16.55,15.5,2,4.19,1,False,2,0,-1,2,1,800.8,69.38,1,0,231,3.451724137931034,0.019331504115739587,0.08653030680967823,0.4193110930295633,0.008620689655172414
FL,31,510,No,No,0,165.4,84,28.12,203.7,107,17.31,201.7,65,9.08,8.2,1,2.21,1,False,0,2,-1,0,1,579.0,56.72,0,0,257,2.244186046511628,0.014137931034482758,0.09779310344827585,0.8159842131228418,0.003875968992248062
KY,122,415,No,No,0,168.3,96,28.61,87.6,91,7.45,247.2,87,11.12,8.4,6,2.27,1,False,2,0,-1,0,1,511.5,49.45,0,0,280,1.8202846975088969,0.016390243902439025,0.09648780487804878,0.678082191780822,0.021352313167259787
IN,46,415,No,Yes,34,191.4,102,32.54,361.8,96,30.75,147.5,132,6.64,7.2,2,1.94,1,False,0,0,-1,0,1,707.9000000000001,71.86999999999999,1,0,332,2.1258258258258262,0.010156580617858653,0.10138242347298629,1.288888888888889,0.006006006006006006
FL,103,415,No,No,0,158.7,90,26.98,198.4,117,16.86,181.1,76,8.15,10.5,4,2.84,1,False,0,2,-1,0,1,548.7,54.83,0,0,287,1.9052083333333334,0.01910132799708932,0.09974531562670547,0.871499176276771,0.013888888888888888
IL,68,415,Yes,Yes,29,195.5,113,33.24,171.6,96,14.59,204.0,85,9.18,13.5,9,3.65,1,True,0,1,-1,0,1,584.6,60.66,0,0,303,1.9230263157894738,0.023053278688524588,0.10358606557377048,0.9536585365853658,0.029605263157894735
AL,149,415,No,Yes,20,264.4,102,44.95,219.6,123,18.67,200.4,89,9.02,11.3,3,3.05,2,False,0,0,-1,0,2,695.6999999999999,75.69,1,0,317,2.1877358490566037,0.016219319649777526,0.10864073489306733,1.3128103277060574,0.009433962264150943
MT,102,408,No,No,0,273.2,85,46.44,211.1,82,17.94,203.7,129,9.17,13.1,7,3.54,2,True,2,0,-1,1,2,701.1,77.09,1,0,303,2.30625,0.018658310781939892,0.10979917390685087,1.3346360527601369,0.023026315789473683
WI,153,510,No,No,0,159.5,103,27.12,275.5,90,23.42,176.7,126,7.95,10.1,2,2.73,1,True,0,0,-1,2,1,621.8000000000001,61.220000000000006,1,0,321,1.9310559006211183,0.016217084136159278,0.09829800899165062,0.8975801913337086,0.006211180124223602
NY,122,510,No,No,0,145.6,102,24.75,284.7,111,24.2,228.2,91,10.27,12.2,5,3.29,0,False,1,0,-1,1,0,670.7,62.51,1,0,309,2.163548387096774,0.018162870329015927,0.09306237903826112,0.6352530541012217,0.016129032258064516
WY,127,510,Yes,No,0,247.5,99,42.08,108.5,118,9.22,232.0,72,10.44,10.6,3,2.86,2,False,2,1,-1,2,2,598.6,64.6,1,0,292,2.0430034129692833,0.017678452301534354,0.1077384923282188,1.0622317596566524,0.010238907849829351
NY,126,415,Yes,No,0,239.7,87,40.75,281.7,92,23.94,183.5,113,8.26,11.4,1,3.08,1,True,0,0,-1,1,1,716.3,76.03,1,0,293,2.436394557823129,0.01589293182768716,0.10599470235605744,1.2991869918699186,0.003401360544217687
CO,90,408,No,No,0,109.9,102,18.68,220.8,114,18.77,104.0,133,4.68,10.9,6,2.94,0,False,0,0,-1,1,0,445.6,45.07,0,0,355,1.251685393258427,0.024406627854903717,0.10091804746977161,1.0466666666666666,0.016853932584269662
CA,37,510,No,No,0,239.9,120,40.78,261.6,88,22.24,207.1,88,9.32,8.9,4,2.4,2,True,2,1,-1,2,2,717.5,74.74000000000001,1,0,300,2.383720930232558,0.012386917188587336,0.10402226861517051,1.1528111484863046,0.013289036544850499
CO,132,415,No,No,0,197.8,66,33.63,133.9,119,11.38,177.3,94,7.98,10.9,3,2.94,4,True,0,0,-1,1,4,519.9000000000001,55.93000000000001,0,1,282,1.8371024734982335,0.020925321558840467,0.10737185640238049,1.1093662366797532,0.01060070671378092
KY,38,408,No,Yes,36,115.4,98,19.62,166.2,83,14.13,184.7,79,8.31,15.2,6,4.1,2,False,0,0,-1,0,2,481.5,46.160000000000004,0,0,266,1.803370786516854,0.03150259067357513,0.09566839378238343,0.6214324178782984,0.02247191011235955
ID,92,415,No,No,0,197.2,113,33.52,242.3,116,20.6,192.0,76,8.64,11.0,5,2.97,2,False,0,0,-1,0,2,642.5,65.73,1,0,310,2.0659163987138265,0.017094017094017096,0.10214452214452215,1.021761658031088,0.01607717041800643
HI,111,408,No,Yes,13,193.1,104,32.83,111.6,98,9.49,227.4,94,10.23,12.1,4,3.27,1,False,2,1,-1,2,1,544.2,55.82,0,0,300,1.8079734219269104,0.022193690388848126,0.10238444607483492,0.845446584938704,0.013289036544850499
TX,121,415,No,Yes,31,263.1,70,44.73,279.3,118,23.74,127.1,143,5.72,9.7,4,2.62,5,False,0,0,-1,0,5,679.2000000000002,76.81,1,1,335,2.021428571428572,0.014260511614231103,0.1129226698029991,2.0538641686182673,0.011904761904761904
GA,131,408,No,No,0,197.0,79,33.49,201.0,114,17.09,151.2,111,6.8,11.6,5,3.13,1,False,0,0,-1,1,1,560.8000000000001,60.51,0,0,309,1.8090322580645164,0.020647917408330364,0.1077073691705233,1.2943495400788436,0.016129032258064516
ME,19,415,No,No,0,201.5,123,34.26,129.2,110,10.98,220.6,98,9.93,12.9,4,3.48,1,False,2,0,-1,2,1,564.1999999999999,58.64999999999999,0,0,335,1.6791666666666665,0.022823779193205947,0.10376857749469214,0.9092960288808665,0.011904761904761904
OH,135,415,No,No,0,173.4,107,29.48,222.0,84,18.87,64.2,94,2.89,13.7,6,3.7,1,False,0,0,-1,0,1,473.29999999999995,54.940000000000005,0,0,291,1.620890410958904,0.028884672148429266,0.1158338604258908,2.6595092024539877,0.02054794520547945
TN,129,408,No,No,0,101.4,145,17.24,249.1,116,21.17,157.6,107,7.09,7.1,6,1.92,1,False,1,2,-1,1,1,515.2,47.42,0,0,374,1.3738666666666668,0.013754358775668343,0.09186361875242154,0.639344262295082,0.016
VT,142,415,No,No,0,232.5,74,39.53,181.8,142,15.45,203.1,86,9.14,10.4,6,2.81,4,False,2,0,-1,0,4,627.8,66.93,1,1,308,2.031715210355987,0.016539440203562343,0.10644083969465651,1.1391474767270946,0.019417475728155338
MD,130,415,No,Yes,45,174.5,120,29.67,217.5,95,18.49,220.3,67,9.91,12.2,2,3.29,1,False,0,1,-1,0,1,624.5,61.35999999999999,1,0,284,2.1912280701754385,0.019504396482813748,0.09809752198241406,0.7885223678264799,0.007017543859649123
NE,92,415,No,No,0,181.4,98,30.84,164.5,98,13.98,171.0,110,7.69,10.9,4,2.94,2,False,0,2,-1,2,2,527.8,55.449999999999996,0,0,310,1.6971061093247588,0.020612708018154315,0.10486006051437216,1.0546511627906978,0.012861736334405145
WY,146,415,No,Yes,11,180.7,82,30.72,173.7,90,14.76,231.5,89,10.42,10.1,4,2.73,2,False,2,1,-1,2,2,596.0,58.629999999999995,1,0,265,2.2406015037593985,0.0169179229480737,0.09820770519262981,0.7772043010752687,0.015037593984962405
WV,152,510,Yes,Yes,41,146.8,128,24.96,285.6,96,24.28,213.6,80,9.61,4.3,2,1.16,1,True,1,1,-1,0,1,650.3,60.01,1,0,306,2.118241042345277,0.006602180254874866,0.09213879932442808,0.6840633737185462,0.006514657980456026
MS,189,415,No,No,0,227.8,124,38.73,169.5,112,14.41,201.1,91,9.05,5.6,4,1.51,3,False,2,0,-1,0,3,604.0,63.699999999999996,1,0,331,1.819277108433735,0.009256198347107437,0.1052892561983471,1.1271647699158833,0.012048192771084338
OH,95,415,No,Yes,23,160.3,87,27.25,202.4,101,17.2,191.1,122,8.6,7.4,3,2.0,0,False,1,0,-1,0,0,561.2,55.050000000000004,0,0,313,1.7872611464968153,0.013162575595873353,0.09791889007470651,0.8344612181155648,0.009554140127388535
AK,1,408,No,No,0,175.2,74,29.78,151.7,79,12.89,230.5,109,10.37,5.3,3,1.43,1,False,1,0,-1,1,1,562.6999999999999,54.47,0,0,265,2.115413533834586,0.009402164271775768,0.09662941280823134,0.756803455723542,0.011278195488721804
IN,141,415,No,Yes,39,116.9,127,19.87,276.5,88,23.5,289.9,125,13.05,12.3,2,3.32,0,False,1,0,-1,0,0,695.5999999999999,59.74,1,0,342,2.0279883381924195,0.01765719207579673,0.0857594028136664,0.40185630800962535,0.0058309037900874635
WA,111,510,No,No,0,152.2,114,25.87,137.2,102,11.66,185.9,97,8.37,9.8,3,2.65,0,False,1,1,-1,1,0,485.09999999999997,48.55,0,0,316,1.5302839116719242,0.020160460810532816,0.09987656860728246,0.8143392188336007,0.00946372239747634
RI,143,408,No,No,0,167.8,72,28.53,211.0,99,17.94,153.5,109,6.91,10.5,6,2.84,4,True,0,2,-1,1,4,542.8,56.22,0,1,286,1.8912891986062716,0.01930856932695844,0.10338359691062891,1.086084142394822,0.020905923344947737
AL,148,415,No,Yes,21,262.9,135,44.69,149.5,96,12.71,140.5,109,6.32,8.1,4,2.19,1,False,0,0,-1,0,1,561.0,65.91,0,0,344,1.626086956521739,0.014412811387900355,0.11727758007117436,1.8579505300353356,0.011594202898550725
MT,143,408,No,Yes,22,141.8,116,24.11,167.3,99,14.22,178.1,130,8.01,7.8,3,2.11,1,False,1,0,-1,1,1,495.00000000000006,48.449999999999996,0,0,348,1.4183381088825215,0.015725806451612902,0.0976814516129032,0.7917364600781687,0.008595988538681949
NM,90,415,No,No,0,167.5,96,28.48,139.1,104,11.82,138.4,87,6.23,13.0,1,3.51,1,False,0,0,-1,0,1,458.0,50.04,0,0,288,1.5847750865051904,0.02832244008714597,0.10901960784313726,1.2015781922525106,0.0034602076124567475
OH,169,408,No,No,0,147.2,115,25.02,161.9,123,13.76,142.1,103,6.39,7.2,6,1.94,3,False,0,0,-1,0,3,458.40000000000003,47.11,0,0,347,1.317241379310345,0.01567261645624728,0.10254680017414017,1.0286512928022362,0.017241379310344827
LA,53,415,No,No,0,145.1,116,24.67,233.7,82,19.86,208.7,95,9.39,7.9,5,2.13,2,False,1,0,-1,0,2,595.4,56.050000000000004,1,0,298,1.9913043478260868,0.01324614352783367,0.09398054996646547,0.6919408679065332,0.016722408026755852
MO,15,415,No,No,0,135.2,101,22.98,152.5,79,12.96,224.8,83,10.12,8.4,5,2.27,2,False,1,1,-1,1,2,520.9,48.33,0,0,268,1.9364312267657993,0.016095037363479597,0.0926039471163058,0.5987599645704162,0.01858736059479554
DC,123,408,No,Yes,28,124.7,105,21.2,250.4,78,21.28,216.4,128,9.74,7.8,8,2.11,1,False,1,0,-1,2,1,599.3,54.330000000000005,1,0,319,1.8728124999999998,0.012993503248375813,0.09050474762618692,0.5735970561177552,0.025
TN,95,510,No,No,0,174.0,57,29.58,281.1,118,23.89,197.2,94,8.87,9.7,2,2.62,0,False,1,2,-1,1,0,662.0,64.96,1,0,271,2.4338235294117645,0.01463046757164404,0.09797888386123679,0.8779011099899092,0.007352941176470588
WA,82,510,No,No,0,265.2,122,45.08,178.7,102,15.19,174.7,90,7.86,10.7,9,2.89,2,False,2,1,-1,1,2,629.3,71.02,1,0,323,1.9422839506172838,0.016976043154053624,0.11267650325241949,1.5093910073989756,0.027777777777777776
RI,180,415,No,No,0,143.3,134,24.36,180.5,113,15.34,184.2,87,8.29,10.1,4,2.73,1,False,1,2,-1,1,1,518.1,50.72,0,0,338,1.5283185840707965,0.01945675207089193,0.09770757079560778,0.773758099352052,0.011799410029498525
RI,125,408,No,No,0,113.0,108,19.21,169.2,107,14.38,156.6,61,7.05,9.2,5,2.48,2,True,1,2,-1,1,2,447.99999999999994,43.12,0,0,281,1.5886524822695034,0.020489977728285078,0.09603563474387529,0.717005076142132,0.01773049645390071
OR,138,415,Yes,Yes,28,211.2,117,35.9,312.5,98,26.56,178.0,118,8.01,10.7,2,2.89,3,True,0,0,-1,2,3,712.4000000000001,73.36,1,0,335,2.1202380952380957,0.014998598261844685,0.10283151107373141,1.1798882681564244,0.005952380952380952
MA,90,408,No,No,0,157.9,72,26.84,234.0,93,19.89,210.0,86,9.45,12.2,5,3.29,2,False,0,0,-1,0,2,614.1,59.470000000000006,1,0,256,2.3894941634241245,0.01983417330515363,0.09668346610307267,0.7483412322274882,0.019455252918287938
NC,190,408,No,No,0,182.2,101,30.97,212.3,95,18.05,233.0,123,10.49,9.3,4,2.51,2,False,2,0,-1,2,2,636.8,62.019999999999996,1,0,323,1.965432098765432,0.014581373471307621,0.09724051426779555,0.7786324786324785,0.012345679012345678
IA,143,510,No,Yes,33,141.4,130,24.04,186.4,114,15.84,210.0,111,9.45,7.7,6,2.08,1,False,1,0,-1,1,1,545.5,51.41,0,0,361,1.5069060773480663,0.014089661482159194,0.09407136322049404,0.6701421800947868,0.016574585635359115
IL,183,510,No,No,0,108.3,87,18.41,183.6,116,15.61,176.6,109,7.95,13.5,2,3.65,0,False,0,1,-1,0,0,482.0,45.62,0,0,314,1.53015873015873,0.027950310559006212,0.09445134575569358,0.6097972972972973,0.006349206349206349
KY,58,415,No,No,0,247.2,116,42.02,303.7,103,25.81,105.4,94,4.74,9.3,2,2.51,2,True,0,0,-1,0,2,665.5999999999999,75.08,1,0,315,2.1063291139240503,0.013951395139513954,0.11263126312631265,2.3233082706766917,0.006329113924050633
TN,123,415,No,No,0,166.9,98,28.37,221.8,77,18.85,243.9,114,10.98,12.8,4,3.46,3,False,1,2,-1,1,3,645.4,61.660000000000004,1,0,293,2.195238095238095,0.019801980198019802,0.09538985148514853,0.6815026541445488,0.013605442176870748
GA,155,510,No,No,0,71.2,90,12.1,304.4,119,25.87,183.3,103,8.25,8.6,4,2.32,0,False,1,0,-1,1,0,567.5,48.54,0,0,316,1.7902208201892744,0.015127528583992963,0.08538258575197889,0.3863266413456321,0.012618296529968454
MN,53,415,No,No,0,164.1,106,27.9,206.0,56,17.51,194.7,124,8.76,11.4,2,3.08,1,False,2,1,-1,2,1,576.1999999999999,57.24999999999999,0,0,288,1.9937716262975775,0.019750519750519755,0.09918572418572419,0.8385283597342872,0.006920415224913495
MT,101,415,No,No,0,154.4,130,26.25,217.2,101,18.46,185.4,52,8.34,13.9,4,3.75,1,False,0,0,-1,1,1,570.9,56.8,0,0,287,1.9822916666666666,0.024304948417555518,0.09931806259835635,0.8283261802575107,0.013888888888888888
ND,122,408,No,No,0,231.2,141,39.3,267.8,136,22.76,240.3,100,10.81,8.8,5,2.38,1,True,2,2,-1,2,1,748.0999999999999,75.25,1,0,382,1.9532637075718013,0.011747430249632896,0.10045387798691764,0.9581433899709904,0.013054830287206266
VA,163,415,No,No,0,202.9,100,34.49,178.6,46,15.18,203.8,116,9.17,12.8,3,3.46,5,False,0,0,-1,2,5,598.0999999999999,62.300000000000004,1,1,265,2.2484962406015034,0.0213653814054415,0.10398931730929731,0.99072265625,0.011278195488721804
ND,120,415,No,No,0,177.2,88,30.12,270.4,99,22.98,231.5,90,10.42,14.0,2,3.78,2,False,0,2,-1,2,2,693.0999999999999,67.3,1,0,279,2.4753571428571424,0.020170004322143786,0.09696009220573405,0.7621505376344085,0.007142857142857143
TN,196,415,No,No,0,133.1,80,22.63,206.5,120,17.55,221.6,96,9.97,10.3,8,2.78,1,False,1,2,-1,1,1,571.5,52.93,0,0,304,1.8737704918032787,0.017991266375545854,0.09245414847161572,0.5979335130278527,0.02622950819672131
NE,147,415,No,Yes,38,243.4,126,41.38,273.8,109,23.27,282.9,91,12.73,14.1,8,3.81,2,False,2,2,-1,2,2,814.2,81.19000000000001,1,0,334,2.43044776119403,0.017296368989205103,0.09959519136408244,0.8573441352588941,0.023880597014925373
IN,81,408,No,Yes,46,168.3,124,28.61,270.9,103,23.03,222.5,98,10.01,6.7,2,1.81,4,False,1,0,-1,0,4,668.4000000000001,63.46,1,1,327,2.0378048780487807,0.010008963250672243,0.09480131461009858,0.7530201342281879,0.006097560975609756
OR,165,415,No,Yes,33,111.6,140,18.97,213.3,111,18.13,267.6,115,12.04,16.0,3,4.32,0,False,1,0,-1,2,0,608.5,53.459999999999994,1,0,369,1.6445945945945946,0.026251025430680888,0.0877112387202625,0.4154877140729709,0.008108108108108109
TN,115,415,No,No,0,206.2,113,35.05,176.4,102,14.99,297.1,119,13.37,11.0,7,2.97,1,False,2,2,-1,1,1,690.7,66.38,1,0,341,2.019590643274854,0.015902848055515395,0.09596645944773745,0.6917141898691713,0.02046783625730994
TX,90,408,No,Yes,27,156.7,51,26.64,236.5,118,20.1,123.2,111,5.54,12.6,6,3.4,2,False,0,0,-1,0,2,529.0,55.68,0,0,286,1.843205574912892,0.023773584905660377,0.1050566037735849,1.2616747181964572,0.020905923344947737
TN,37,415,No,No,0,221.0,126,37.57,204.5,110,17.38,118.0,98,5.31,6.8,3,1.84,4,False,0,2,-1,1,4,550.3,62.10000000000001,0,1,337,1.6281065088757396,0.012334482133139852,0.11264284418646837,1.8571428571428572,0.008875739644970414
NC,76,510,No,No,0,165.7,94,28.17,257.4,80,21.88,170.8,114,7.69,10.0,4,2.7,1,False,0,0,-1,2,1,603.9,60.44,1,0,292,2.0610921501706483,0.01653165812530997,0.09991734170937346,0.9644935972060534,0.013651877133105802
MT,109,510,No,No,0,154.8,82,26.32,287.7,109,24.45,208.4,80,9.38,5.9,9,1.59,3,False,1,0,-1,1,3,656.8,61.74,1,0,280,2.3373665480427044,0.008969291577987232,0.09385831559744603,0.7392550143266476,0.03202846975088968
HI,105,510,No,No,0,125.4,116,21.32,261.5,95,22.23,241.6,104,10.87,11.4,9,3.08,2,False,1,1,-1,2,2,639.9,57.49999999999999,1,0,324,1.9689230769230768,0.017787486347324077,0.08971758464659073,0.5169002473206925,0.027692307692307693
MI,74,415,No,No,0,124.8,114,21.22,133.0,121,11.31,160.3,85,7.21,10.6,7,2.86,3,False,0,0,-1,0,3,428.70000000000005,42.6,0,0,327,1.3070121951219513,0.02466837328368629,0.09913893414009774,0.7737135771853688,0.021341463414634148
AL,76,415,No,No,0,179.2,85,30.46,222.9,66,18.95,188.2,113,8.47,12.4,2,3.35,0,False,0,0,-1,0,0,602.6999999999999,61.23,1,0,266,2.2573033707865164,0.020540003312903763,0.10142454861686269,0.9471458773784355,0.00749063670411985
CT,116,415,No,No,0,245.9,73,41.8,240.1,87,20.41,158.7,89,7.14,8.9,5,2.4,3,False,0,0,-1,1,3,653.6,71.75,1,0,254,2.563137254901961,0.013596089214787657,0.10960892147876565,1.5397620538509706,0.0196078431372549
UT,138,510,No,No,0,205.9,96,35.0,257.1,94,21.85,209.0,63,9.4,12.1,8,3.27,0,False,0,1,-1,0,0,684.1,69.52,1,0,261,2.6110687022900763,0.017661655232812726,0.10147423733761493,0.9804761904761905,0.030534351145038167
DC,102,415,No,No,0,186.8,92,31.76,173.7,123,14.76,250.9,131,11.29,9.7,4,2.62,2,False,2,0,-1,2,2,621.1,60.43,1,0,350,1.7695156695156695,0.0155923484970262,0.09713872367786529,0.741564112743152,0.011396011396011397
UT,164,510,No,No,0,192.1,95,32.66,249.8,94,21.23,132.6,100,5.97,7.3,3,1.97,3,False,0,1,-1,0,3,581.8,61.83,0,0,292,1.9856655290102387,0.012525737817433082,0.10609128345916267,1.437874251497006,0.010238907849829351
